Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spending_Per_Age
13-792-4356,21,Male,High,Divorced,Bachelor's,Middle,Tianbao,Gardening & Outdoors,162.31,8,In-Store,5,1,1.0,High,Very Sensitive,1,2,Medium,Tablet,Credit Card,10/5/2024,False,False,Need-based,No Preference,11,7.729047619047619
04-563-9091,37,Male,Middle,Widowed,Master's,High,Puqian,Office Supplies,328.21,7,Mixed,5,5,2.0,Low,Not Sensitive,2,2,Low,Smartphone,Credit Card,2/14/2024,False,False,Need-based,No Preference,12,8.87054054054054
79-592-5396,30,Female,High,Married,Master's,High,Binalbagan,Sports & Outdoors,268.59,4,Online,3,3,1.0,High,Very Sensitive,1,1,Medium,Desktop,Debit Card,4/5/2024,True,True,Need-based,Standard,3,8.953
39-952-4459,18,Female,High,Divorced,High School,High,Tessalit,Electronics,257.37,7,Online,3,3,0.0,Medium,Very Sensitive,2,5,Medium,Smartphone,PayPal,2/1/2024,True,False,Wants-based,Express,13,14.298333333333334
67-935-7964,41,Female,Middle,Single,High School,High,Nikolayevsk,Office Supplies,205.49,4,In-Store,5,3,2.0,Low,Somewhat Sensitive,2,2,High,Tablet,Cash,11/9/2024,True,False,Need-based,Express,11,5.011951219512195
26-828-2720,40,Male,High,Divorced,Master's,High,Dashuipo,Mobile Accessories,407.91,7,In-Store,2,5,0.0,Low,Not Sensitive,0,5,Low,Tablet,Other,6/17/2024,True,True,Need-based,Standard,14,10.197750000000001
57-410-7415,33,Female,High,Divorced,Bachelor's,High,Týn nad Vltavou,Food & Beverages,254.73,6,Online,4,3,0.0,Medium,Very Sensitive,0,3,Low,Smartphone,Other,6/1/2024,True,True,Impulsive,Express,3,7.719090909090909
62-989-8214,30,Female,Middle,Divorced,Bachelor's,High,Kaum Kaler,Clothing,397.78,12,Online,3,3,1.0,Medium,Not Sensitive,2,7,Medium,Smartphone,PayPal,9/24/2024,False,True,Impulsive,No Preference,11,13.259333333333332
73-827-2774,33,Female,High,Married,Bachelor's,High,Gandapura,Electronics,305.29,3,Online,2,3,1.0,Medium,Very Sensitive,1,8,Medium,Desktop,Debit Card,9/5/2024,True,True,Impulsive,Standard,10,9.251212121212122
19-643-1879,45,Male,Middle,Divorced,High School,High,Kawangkoan,Food & Beverages,257.86,6,Online,2,2,0.0,,Somewhat Sensitive,0,4,High,Tablet,PayPal,6/12/2024,True,True,Need-based,Express,1,5.730222222222222
57-345-3921,42,Female,High,Single,High School,Middle,Mondorf-les-Bains,Jewelry & Accessories,393.45,12,In-Store,3,1,0.0,Low,Somewhat Sensitive,2,10,Medium,Desktop,Credit Card,10/6/2024,False,False,Need-based,Express,12,9.367857142857142
98-817-6731,30,Male,High,Married,Bachelor's,Middle,Manwakh,Health Supplements,58.49,6,Online,2,2,0.0,Medium,Very Sensitive,0,8,High,Tablet,Other,7/29/2024,True,True,Planned,Express,7,1.9496666666666667
31-788-0864,42,Male,Middle,Single,High School,Middle,Karlstad,Beauty & Personal Care,226.48,11,In-Store,5,3,2.0,,Not Sensitive,2,7,High,Tablet,Debit Card,10/18/2024,True,False,Need-based,Express,11,5.392380952380952
27-806-4972,26,Female,High,Single,Master's,Middle,Obong,Health Care,469.22,6,In-Store,1,1,1.0,High,Not Sensitive,0,1,Low,Tablet,Credit Card,8/7/2024,False,False,Wants-based,No Preference,7,18.04692307692308
48-343-1220,42,Female,High,Divorced,High School,High,Kolsko,Jewelry & Accessories,335.32,6,Mixed,3,3,1.0,,Not Sensitive,0,1,Low,Desktop,Other,8/12/2024,True,False,Planned,No Preference,10,7.983809523809524
15-640-6493,31,Male,High,Divorced,High School,Middle,Dālbandīn,Animal Feed,184.74,5,In-Store,4,4,0.0,Medium,Very Sensitive,1,5,High,Tablet,Debit Card,11/27/2024,False,True,Impulsive,No Preference,10,5.959354838709678
64-846-7450,37,Genderqueer,High,Divorced,Bachelor's,Middle,Shazi,Travel & Leisure (Flights,442.18,5,In-Store,4,3,1.0,,Very Sensitive,2,10,High,Smartphone,PayPal,1/25/2024,False,False,Impulsive,Express,12,11.950810810810811
58-788-8938,49,Male,High,Married,High School,Middle,Hachiōji,Health Supplements,427.1,8,Mixed,1,2,1.0,High,Somewhat Sensitive,0,2,Medium,Desktop,PayPal,5/10/2024,False,True,Planned,No Preference,5,8.716326530612246
52-240-3825,34,Male,High,Widowed,High School,High,Jolo,Home Appliances,326.82,4,Mixed,3,2,1.0,High,Somewhat Sensitive,2,5,Medium,Tablet,Credit Card,4/22/2024,True,False,Planned,Standard,4,9.61235294117647
60-618-2561,41,Male,High,Widowed,High School,Middle,Pedra Azul,Hotels,98.97,12,In-Store,2,5,2.0,,Very Sensitive,1,7,High,Tablet,Other,3/19/2024,True,True,Impulsive,No Preference,11,2.4139024390243904
94-969-6819,33,Male,High,Single,High School,High,Gustavsberg,Health Care,77.65,6,Online,1,4,1.0,Medium,Somewhat Sensitive,2,3,,Tablet,Cash,1/24/2024,True,True,Planned,No Preference,1,2.353030303030303
76-982-8107,47,Female,Middle,Widowed,Master's,High,La Mohammedia,Electronics,85.61,2,Online,4,2,1.0,High,Not Sensitive,1,3,Low,Desktop,Other,10/4/2024,True,True,Need-based,Standard,5,1.8214893617021277
52-779-8972,47,Male,High,Widowed,High School,High,Florida,Food & Beverages,164.79,4,In-Store,3,2,0.0,,Somewhat Sensitive,2,5,High,Tablet,Credit Card,5/23/2024,True,True,Impulsive,No Preference,1,3.5061702127659573
40-520-3271,29,Female,High,Widowed,High School,High,Zhongcheng,Health Supplements,235.46,10,In-Store,3,4,2.0,,Not Sensitive,0,7,,Desktop,Credit Card,11/13/2024,False,True,Impulsive,No Preference,2,8.119310344827586
79-884-5600,36,Female,High,Widowed,Master's,Middle,Goiatuba,Books,245.14,4,Online,4,5,1.0,High,Very Sensitive,1,4,Medium,Smartphone,PayPal,3/3/2024,True,False,Impulsive,Standard,3,6.809444444444444
80-607-9947,43,Male,High,Divorced,Bachelor's,Middle,Krajan Kidul Rojopolo,Toys & Games,439.91,5,Online,1,4,2.0,Low,Somewhat Sensitive,0,9,Medium,Smartphone,Other,3/3/2024,False,False,Need-based,Express,10,10.23046511627907
87-290-8263,31,Male,High,Widowed,High School,High,Metchosin,Home Appliances,309.22,5,Mixed,3,5,2.0,Low,Not Sensitive,2,4,,Tablet,Cash,3/24/2024,False,False,Planned,Standard,10,9.974838709677421
99-316-9993,27,Male,Middle,Widowed,Master's,Middle,Staritsa,Groceries,146.59,10,Mixed,5,1,2.0,Low,Very Sensitive,0,2,,Smartphone,Cash,1/22/2024,False,True,Impulsive,No Preference,3,5.4292592592592595
54-164-2243,48,Male,Middle,Single,High School,Middle,Benito Juarez,Hotels,298.73,4,Online,1,5,1.0,High,Not Sensitive,0,2,Low,Tablet,Debit Card,11/2/2024,False,True,Need-based,No Preference,4,6.223541666666667
14-784-5606,19,Genderqueer,High,Single,Bachelor's,High,Maní,Food & Beverages,395.01,2,Mixed,1,2,2.0,Medium,Very Sensitive,0,6,Medium,Desktop,Credit Card,4/18/2024,True,False,Wants-based,Standard,3,20.79
47-992-7446,41,Male,Middle,Married,Bachelor's,High,Vitali,Electronics,371.19,10,Mixed,1,2,2.0,High,Somewhat Sensitive,1,8,Medium,Desktop,Credit Card,8/27/2024,False,False,Planned,Express,1,9.05341463414634
37-513-5073,33,Female,Middle,Married,Master's,High,Mizque,Electronics,193.76,10,Mixed,4,3,1.0,Medium,Not Sensitive,0,2,Low,Desktop,Debit Card,2/3/2024,False,False,Wants-based,No Preference,12,5.871515151515151
93-473-7248,43,Male,Middle,Divorced,Master's,High,Zgornje Pirniče,Baby Products,424.27,6,Online,1,4,2.0,,Not Sensitive,2,8,Low,Tablet,Cash,9/15/2024,True,True,Planned,Standard,12,9.86674418604651
72-830-1211,38,Male,High,Single,Bachelor's,High,Cipolletti,Jewelry & Accessories,496.11,2,Mixed,2,3,1.0,High,Somewhat Sensitive,2,8,High,Smartphone,PayPal,6/8/2024,True,False,Impulsive,Standard,12,13.055526315789473
87-934-6762,41,Male,High,Widowed,Bachelor's,Middle,Sollefteå,Baby Products,341.91,3,Online,4,4,0.0,Low,Not Sensitive,1,9,,Tablet,Cash,5/31/2024,False,False,Impulsive,Express,7,8.339268292682927
71-975-9564,40,Male,High,Married,Master's,High,Klonowa,Gardening & Outdoors,127.66,11,Online,1,2,2.0,Low,Not Sensitive,2,7,,Smartphone,Credit Card,2/23/2024,False,True,Planned,Standard,7,3.1915
40-232-5631,47,Genderfluid,Middle,Single,Bachelor's,Middle,Suvorov,Software & Apps,227.47,2,Online,2,2,2.0,Low,Very Sensitive,1,4,High,Tablet,Other,10/30/2024,True,False,Need-based,Express,9,4.839787234042553
22-414-4955,35,Male,High,Widowed,Bachelor's,High,Dragash,Health Supplements,342.99,3,In-Store,4,2,2.0,Low,Very Sensitive,0,6,Medium,Smartphone,Other,11/22/2024,False,True,Impulsive,Express,6,9.799714285714286
99-089-1930,49,Non-binary,High,Married,Master's,Middle,Freiburg im Breisgau,Packages),306.48,5,Mixed,1,3,0.0,Medium,Very Sensitive,0,9,Low,Tablet,Credit Card,9/15/2024,False,True,Need-based,Standard,14,6.254693877551021
62-198-2511,22,Male,Middle,Divorced,Master's,High,Macau,Home Appliances,308.54,3,Mixed,1,3,0.0,High,Not Sensitive,1,5,High,Desktop,Credit Card,9/29/2024,False,True,Wants-based,Standard,7,14.024545454545455
21-297-1223,49,Male,High,Single,Master's,Middle,Pancas,Travel & Leisure (Flights,124.17,12,Mixed,5,2,2.0,High,Very Sensitive,2,4,High,Smartphone,Debit Card,11/16/2024,True,True,Planned,Standard,6,2.534081632653061
10-961-9336,27,Female,Middle,Married,Master's,Middle,Dayapan,Travel & Leisure (Flights,78.0,5,Online,1,5,0.0,,Not Sensitive,1,1,Low,Desktop,Debit Card,11/9/2024,True,False,Wants-based,No Preference,11,2.888888888888889
71-473-2656,27,Female,High,Married,Bachelor's,Middle,Gordon Town,Health Care,393.03,4,Mixed,4,4,0.0,High,Somewhat Sensitive,1,3,Medium,Smartphone,Cash,9/3/2024,True,True,Planned,Standard,7,14.556666666666665
84-954-2973,37,Female,High,Single,Master's,Middle,Proptisht,Hotels,102.09,3,Mixed,1,4,0.0,,Very Sensitive,1,9,Medium,Tablet,PayPal,3/13/2024,False,True,Need-based,Express,1,2.7591891891891893
22-382-9636,32,Male,Middle,Married,Bachelor's,High,Kamal,Health Care,426.21,3,Mixed,1,4,2.0,High,Somewhat Sensitive,2,5,High,Smartphone,Other,4/18/2024,False,True,Wants-based,Standard,2,13.3190625
89-724-2536,42,Male,Middle,Widowed,Master's,High,Kouvola,Arts & Crafts,140.31,2,Online,2,4,1.0,Low,Very Sensitive,2,5,,Desktop,Cash,5/21/2024,True,True,Impulsive,Express,8,3.3407142857142857
85-391-1888,18,Female,High,Widowed,Master's,Middle,Zhongdong,Software & Apps,413.7,8,Mixed,3,3,0.3,Low,Very Sensitive,0,9,High,Desktop,Other,6/17/2024,False,True,Need-based,No Preference,6,22.983333333333334
84-934-2483,49,Male,High,Widowed,Master's,Middle,Betong,Arts & Crafts,348.63,4,Online,5,2,0.0,High,Somewhat Sensitive,0,7,,Smartphone,Debit Card,4/1/2024,False,False,Planned,No Preference,6,7.114897959183673
96-229-1698,23,Female,Middle,Widowed,High School,Middle,Jinping,Animal Feed,91.27,7,In-Store,5,1,0.0,High,Not Sensitive,2,6,,Tablet,Cash,6/21/2024,True,True,Planned,Express,13,3.968260869565217
36-948-6994,29,Female,High,Divorced,Bachelor's,High,Mgachi,Luxury Goods,359.94,11,Mixed,2,5,2.0,,Very Sensitive,1,8,Low,Smartphone,Cash,12/19/2024,False,True,Wants-based,Express,9,12.411724137931035
43-172-9431,25,Male,Middle,Divorced,High School,Middle,Lameira,Gardening & Outdoors,138.2,8,In-Store,1,2,2.0,High,Not Sensitive,0,6,Low,Desktop,Debit Card,3/2/2024,False,True,Need-based,No Preference,12,5.528
53-690-5759,38,Agender,High,Divorced,High School,High,Medicine Hat,Home Appliances,196.33,11,Online,4,3,1.0,Medium,Not Sensitive,0,5,,Desktop,Debit Card,6/29/2024,True,True,Planned,Standard,11,5.166578947368421
00-496-3067,32,Female,Middle,Widowed,Bachelor's,Middle,Oslo,Packages),249.24,8,In-Store,4,3,1.0,Medium,Somewhat Sensitive,2,3,High,Smartphone,Cash,8/29/2024,False,True,Need-based,Standard,7,7.78875
10-330-6387,45,Male,High,Divorced,High School,High,Yeniköy,Furniture,129.1,12,Mixed,5,3,2.0,Low,Not Sensitive,0,8,High,Desktop,Credit Card,4/15/2024,True,False,Planned,No Preference,7,2.868888888888889
87-590-8963,45,Female,High,Married,Master's,High,Peer,Baby Products,112.69,10,In-Store,1,4,0.0,High,Not Sensitive,0,7,Medium,Smartphone,Debit Card,8/27/2024,False,True,Need-based,Standard,1,2.5042222222222223
47-931-2642,46,Male,Middle,Widowed,Bachelor's,High,Belūsovka,Beauty & Personal Care,267.85,5,Online,5,2,2.0,Medium,Somewhat Sensitive,1,5,High,Smartphone,Credit Card,3/20/2024,False,True,Need-based,Standard,7,5.822826086956522
76-501-6422,24,Male,Middle,Divorced,High School,Middle,Houston,Home Appliances,205.36,12,Online,1,5,2.0,High,Very Sensitive,0,1,Low,Tablet,Credit Card,4/27/2024,False,False,Impulsive,Express,5,8.556666666666667
39-274-2175,48,Polygender,High,Divorced,Master's,High,Hengdian,Health Supplements,79.1,10,In-Store,5,3,1.0,,Not Sensitive,0,9,Medium,Tablet,Debit Card,5/5/2024,True,False,Need-based,Express,4,1.6479166666666665
62-493-5282,35,Male,High,Widowed,High School,Middle,Shuigou,Health Care,256.63,12,In-Store,1,4,0.0,High,Somewhat Sensitive,2,2,,Smartphone,Debit Card,6/16/2024,True,True,Impulsive,Standard,10,7.332285714285714
18-841-7253,50,Female,High,Divorced,High School,Middle,Xingxi,Books,409.98,12,Mixed,5,4,0.0,,Not Sensitive,2,1,Medium,Desktop,PayPal,10/15/2024,True,False,Wants-based,Express,8,8.1996
18-097-5707,34,Male,Middle,Widowed,High School,High,Dhībīn,Sports & Outdoors,291.6,2,In-Store,3,3,2.0,High,Somewhat Sensitive,0,7,,Desktop,Cash,8/1/2024,False,True,Need-based,Standard,3,8.576470588235296
83-792-5141,50,Female,Middle,Single,Bachelor's,Middle,Chengguan,Home Appliances,101.7,7,Online,3,4,2.0,Medium,Not Sensitive,2,2,,Tablet,Debit Card,6/25/2024,False,True,Wants-based,Standard,4,2.0340000000000003
65-036-2410,50,Female,Middle,Single,High School,Middle,Paris 09,Health Care,369.73,2,Online,1,2,2.0,,Not Sensitive,0,3,,Tablet,Debit Card,2/4/2024,True,True,Wants-based,No Preference,12,7.3946000000000005
67-593-9579,46,Male,Middle,Single,Bachelor's,High,Rozhdestveno,Baby Products,71.0,12,Online,1,5,2.0,High,Not Sensitive,2,9,Low,Smartphone,Cash,6/26/2024,False,False,Wants-based,No Preference,13,1.5434782608695652
33-484-6674,47,Male,Middle,Single,Master's,Middle,Porangatu,Packages),280.05,10,In-Store,4,1,2.0,Medium,Very Sensitive,1,2,High,Smartphone,Credit Card,7/6/2024,True,False,Wants-based,No Preference,11,5.958510638297873
65-249-5416,35,Male,High,Widowed,Master's,Middle,Shalkar,Jewelry & Accessories,54.71,4,Mixed,5,2,1.0,Low,Very Sensitive,1,3,,Desktop,PayPal,10/26/2024,True,True,Need-based,Express,3,1.5631428571428572
17-328-4678,27,Male,High,Widowed,Bachelor's,Middle,Quimbaya,Packages),119.51,11,Mixed,5,5,2.0,Low,Very Sensitive,2,8,Low,Desktop,PayPal,5/7/2024,False,False,Planned,No Preference,1,4.426296296296297
00-733-8770,37,Female,High,Single,Master's,High,Narok,Arts & Crafts,57.5,12,Online,5,1,1.0,,Not Sensitive,0,3,,Desktop,Cash,12/8/2024,True,True,Impulsive,No Preference,13,1.554054054054054
47-501-3435,38,Female,High,Married,Bachelor's,High,Gimcheon,Books,225.05,5,Mixed,2,1,1.0,High,Somewhat Sensitive,1,1,Low,Desktop,Credit Card,6/27/2024,False,False,Need-based,No Preference,10,5.9223684210526315
46-779-7065,41,Female,High,Divorced,High School,High,Visaginas,Food & Beverages,441.15,7,Online,3,1,1.0,Low,Somewhat Sensitive,1,1,,Smartphone,Debit Card,8/31/2024,False,False,Need-based,No Preference,8,10.759756097560976
91-603-1565,48,Male,Middle,Divorced,High School,Middle,Shostka,Animal Feed,481.21,3,Mixed,1,2,1.0,High,Not Sensitive,0,1,,Desktop,Credit Card,11/13/2024,False,False,Wants-based,No Preference,11,10.025208333333333
35-122-5020,48,Female,High,Married,Bachelor's,Middle,Pukekohe East,Arts & Crafts,102.96,3,Mixed,1,1,1.0,Low,Very Sensitive,0,7,Low,Desktop,PayPal,12/19/2024,False,True,Wants-based,Standard,4,2.145
63-684-4073,45,Female,High,Divorced,Bachelor's,High,Blokdesa Situgede,Electronics,331.57,11,Mixed,3,1,0.0,Low,Somewhat Sensitive,1,6,Medium,Desktop,Debit Card,5/6/2024,False,False,Impulsive,Express,14,7.368222222222222
74-483-2893,26,Non-binary,Middle,Widowed,High School,Middle,Yueyang,Electronics,101.29,11,In-Store,1,1,2.0,Medium,Not Sensitive,2,7,Medium,Smartphone,Cash,10/30/2024,False,True,Need-based,No Preference,4,3.895769230769231
72-728-4406,50,Female,Middle,Single,Master's,High,Liutan,Packages),143.52,9,In-Store,2,5,1.0,Medium,Somewhat Sensitive,2,3,,Tablet,Credit Card,4/11/2024,True,False,Impulsive,Express,12,2.8704
13-588-2488,39,Male,Middle,Widowed,Bachelor's,Middle,Huanggang,Sports & Outdoors,276.48,3,Mixed,1,2,1.0,,Somewhat Sensitive,0,4,Low,Desktop,Cash,5/5/2024,False,False,Need-based,Express,7,7.0892307692307694
79-861-6506,20,Male,High,Widowed,High School,High,Baturité,Toys & Games,352.87,11,In-Store,5,3,0.0,High,Not Sensitive,0,6,High,Tablet,PayPal,2/19/2024,False,False,Wants-based,Standard,12,17.6435
66-974-6707,48,Male,Middle,Married,Master's,Middle,Mi’ersi,Mobile Accessories,228.68,3,Mixed,2,1,2.0,Low,Very Sensitive,1,4,,Tablet,Debit Card,10/9/2024,True,False,Planned,Standard,4,4.764166666666667
95-112-6724,31,Female,Middle,Divorced,Master's,High,Xuedian,Food & Beverages,301.39,6,Online,2,1,0.0,,Very Sensitive,1,4,Low,Desktop,Debit Card,4/21/2024,False,False,Need-based,No Preference,11,9.72225806451613
27-262-6874,25,Female,Middle,Married,Bachelor's,High,Yuyapichis,Books,473.5,11,Mixed,2,4,1.0,Low,Somewhat Sensitive,2,3,High,Tablet,Other,7/24/2024,False,True,Impulsive,Express,10,18.94
92-908-5062,18,Agender,Middle,Single,Bachelor's,High,Shiroishi,Home Appliances,72.8,11,In-Store,2,4,1.0,High,Somewhat Sensitive,2,10,High,Desktop,PayPal,8/20/2024,True,False,Need-based,Express,3,4.044444444444444
70-014-6406,18,Male,Middle,Divorced,Bachelor's,High,Kobe,Packages),171.72,3,Online,5,3,1.0,Low,Very Sensitive,1,2,,Desktop,PayPal,3/24/2024,False,True,Impulsive,Standard,12,9.54
52-908-9971,31,Male,Middle,Widowed,High School,Middle,Gulou,Software & Apps,467.5,6,In-Store,2,1,0.0,,Somewhat Sensitive,1,1,High,Desktop,PayPal,4/4/2024,False,False,Planned,No Preference,6,15.080645161290322
57-623-5362,43,Genderqueer,High,Married,Bachelor's,High,Jilin,Furniture,209.79,6,Mixed,5,1,2.0,High,Not Sensitive,1,9,Low,Tablet,Other,9/13/2024,True,True,Need-based,Standard,10,4.878837209302326
48-315-0196,23,Male,Middle,Single,High School,Middle,Balboa,Office Supplies,150.33,9,In-Store,4,4,2.0,,Somewhat Sensitive,2,9,Medium,Desktop,Debit Card,4/24/2024,True,False,Wants-based,Express,6,6.53608695652174
71-959-3896,29,Male,High,Married,Bachelor's,High,Cipari,Luxury Goods,98.63,7,Online,4,5,2.0,High,Somewhat Sensitive,1,3,Low,Tablet,Other,1/9/2024,False,True,Planned,Standard,6,3.4010344827586207
29-987-3969,21,Female,Middle,Divorced,Master's,Middle,Orlando,Beauty & Personal Care,193.3,11,Mixed,4,2,2.0,,Very Sensitive,2,1,Medium,Tablet,Other,6/3/2024,True,True,Planned,No Preference,12,9.204761904761906
78-613-1546,49,Female,Middle,Single,High School,Middle,Torsby,Luxury Goods,145.02,7,In-Store,3,2,0.0,High,Very Sensitive,1,1,Medium,Desktop,Credit Card,6/23/2024,True,True,Wants-based,Express,9,2.959591836734694
43-664-4451,30,Female,Middle,Divorced,Master's,Middle,San Pablo,Health Supplements,294.99,4,Online,3,5,2.0,Low,Somewhat Sensitive,1,4,High,Desktop,PayPal,11/30/2024,False,False,Need-based,Standard,5,9.833
34-095-3364,31,Polygender,Middle,Divorced,High School,Middle,Daszewice,Office Supplies,305.45,2,Mixed,5,5,1.0,,Very Sensitive,1,1,High,Smartphone,PayPal,10/24/2024,False,True,Impulsive,Express,9,9.853225806451613
72-393-6893,50,Female,Middle,Widowed,High School,Middle,Villa Concepción del Tío,Toys & Games,432.42,2,In-Store,4,4,0.0,Medium,Not Sensitive,0,8,,Tablet,PayPal,4/21/2024,False,True,Need-based,Express,13,8.6484
73-707-2809,35,Female,Middle,Single,Bachelor's,High,Hacienda La Calera,Gardening & Outdoors,227.58,11,Mixed,3,1,1.0,,Not Sensitive,1,8,High,Smartphone,Credit Card,1/23/2024,False,True,Need-based,Express,6,6.502285714285715
04-609-7885,36,Male,Middle,Single,High School,High,Oslo,Toys & Games,160.89,10,Online,5,5,2.0,,Somewhat Sensitive,2,6,Medium,Desktop,PayPal,6/23/2024,True,True,Planned,No Preference,13,4.469166666666666
73-139-4306,24,Female,Middle,Married,Master's,High,Puerto López,Luxury Goods,139.1,7,Online,2,5,0.0,Low,Somewhat Sensitive,2,3,Medium,Desktop,PayPal,3/20/2024,False,False,Impulsive,No Preference,8,5.795833333333333
23-794-8196,36,Genderfluid,High,Married,Master's,Middle,Xinchengzi,Furniture,268.28,9,Mixed,5,2,2.0,High,Very Sensitive,2,2,High,Smartphone,Credit Card,4/9/2024,False,True,Need-based,Standard,8,7.452222222222222
66-050-6391,45,Female,Middle,Single,Master's,High,Tecpán Guatemala,Sports & Outdoors,64.49,6,Online,2,1,0.0,,Very Sensitive,1,10,,Tablet,Other,10/19/2024,False,False,Planned,Express,7,1.433111111111111
22-311-5460,44,Male,Middle,Widowed,High School,Middle,Bronnitsy,Arts & Crafts,80.17,10,Online,1,1,1.0,High,Not Sensitive,1,8,,Tablet,Credit Card,5/10/2024,True,True,Planned,No Preference,6,1.8220454545454545
51-917-0766,28,Male,High,Married,Master's,High,Araci,Groceries,277.52,11,In-Store,4,1,0.0,,Not Sensitive,1,7,Medium,Smartphone,PayPal,5/14/2024,True,False,Need-based,Standard,11,9.911428571428571
53-013-1026,40,Male,High,Widowed,Master's,Middle,Duyure,Health Supplements,53.67,7,Online,3,5,1.0,High,Not Sensitive,0,2,High,Desktop,PayPal,4/13/2024,False,False,Planned,Express,11,1.34175
29-779-3457,49,Female,Middle,Widowed,Bachelor's,High,Huangni,Office Supplies,323.39,10,In-Store,2,3,2.0,,Very Sensitive,0,7,High,Tablet,Cash,1/4/2024,True,True,Need-based,No Preference,11,6.599795918367347
18-047-5540,50,Female,High,Single,Bachelor's,High,Kuala Lumpur,Sports & Outdoors,98.02,5,In-Store,3,3,1.0,Low,Not Sensitive,0,3,High,Desktop,Debit Card,6/30/2024,True,False,Planned,No Preference,10,1.9604
